timestamp,phase,round,episode,opponent,epsilon,outcome,p1_moves,p2_moves
2025-11-27T02:59:31.845586+00:00,run_start,0,0,,1.0,,,
2025-11-27T02:59:43.239592+00:00,train,1,1,self,1.0,0,97,
2025-11-27T02:59:43.239870+00:00,train,1,2,self,1.0,0,100,
2025-11-27T02:59:43.240193+00:00,train,1,3,self,1.0,0,95,
2025-11-27T02:59:43.240349+00:00,train,1,4,self,1.0,0,96,
2025-11-27T02:59:43.240502+00:00,train,1,5,self,1.0,0,95,
2025-11-27T02:59:43.240649+00:00,train,1,6,self,1.0,0,96,
2025-11-27T02:59:43.240793+00:00,train,1,7,self,1.0,0,90,
2025-11-27T02:59:43.240934+00:00,train,1,8,self,1.0,0,98,
2025-11-27T02:59:43.241076+00:00,train,1,9,self,1.0,0,97,
2025-11-27T02:59:43.241218+00:00,train,1,10,self,1.0,0,97,
2025-11-27T02:59:43.241359+00:00,train,1,11,self,1.0,0,94,
2025-11-27T02:59:43.241498+00:00,train,1,12,self,1.0,0,99,
2025-11-27T02:59:43.241637+00:00,train,1,13,self,1.0,0,90,
2025-11-27T02:59:43.241775+00:00,train,1,14,self,1.0,0,95,
2025-11-27T02:59:43.241914+00:00,train,1,15,self,1.0,0,97,
2025-11-27T02:59:43.242053+00:00,train,1,16,self,1.0,0,99,
2025-11-27T02:59:43.242193+00:00,train,1,17,self,1.0,0,90,
2025-11-27T02:59:43.242333+00:00,train,1,18,self,1.0,0,93,
2025-11-27T02:59:43.242471+00:00,train,1,19,self,1.0,0,96,
2025-11-27T02:59:43.242610+00:00,train,1,20,self,1.0,0,98,
2025-11-27T02:59:43.242748+00:00,train,1,21,self,1.0,0,96,
2025-11-27T02:59:43.242886+00:00,train,1,22,self,1.0,0,100,
2025-11-27T02:59:43.243024+00:00,train,1,23,self,1.0,0,83,
2025-11-27T02:59:43.243162+00:00,train,1,24,self,1.0,0,99,
2025-11-27T02:59:43.243302+00:00,train,1,25,self,1.0,0,94,
2025-11-27T02:59:43.243441+00:00,train,1,26,self,1.0,0,98,
2025-11-27T02:59:43.243581+00:00,train,1,27,self,1.0,0,94,
2025-11-27T02:59:43.243720+00:00,train,1,28,self,1.0,0,98,
2025-11-27T02:59:43.243858+00:00,train,1,29,self,1.0,0,96,
2025-11-27T02:59:43.243997+00:00,train,1,30,self,1.0,0,100,
2025-11-27T02:59:43.244137+00:00,train,1,31,self,1.0,0,95,
2025-11-27T02:59:43.244276+00:00,train,1,32,self,1.0,0,100,
2025-11-27T02:59:43.244415+00:00,train,1,33,self,1.0,0,93,
2025-11-27T02:59:43.244555+00:00,train,1,34,self,1.0,0,99,
2025-11-27T02:59:43.244700+00:00,train,1,35,self,1.0,0,98,
2025-11-27T02:59:43.244841+00:00,train,1,36,self,1.0,0,99,
2025-11-27T02:59:43.244980+00:00,train,1,37,self,1.0,0,95,
2025-11-27T02:59:43.245119+00:00,train,1,38,self,1.0,0,98,
2025-11-27T02:59:43.245258+00:00,train,1,39,self,1.0,0,81,
2025-11-27T02:59:43.245397+00:00,train,1,40,self,1.0,0,94,
2025-11-27T02:59:43.245535+00:00,train,1,41,self,1.0,0,93,
2025-11-27T02:59:43.245675+00:00,train,1,42,self,1.0,0,98,
2025-11-27T02:59:43.245815+00:00,train,1,43,self,1.0,0,96,
2025-11-27T02:59:43.245954+00:00,train,1,44,self,1.0,0,99,
2025-11-27T02:59:43.246092+00:00,train,1,45,self,1.0,0,99,
2025-11-27T02:59:43.246232+00:00,train,1,46,self,1.0,0,100,
2025-11-27T02:59:43.246371+00:00,train,1,47,self,1.0,0,99,
2025-11-27T02:59:43.246512+00:00,train,1,48,self,1.0,0,100,
2025-11-27T02:59:43.246652+00:00,train,1,49,self,1.0,0,100,
2025-11-27T02:59:43.246791+00:00,train,1,50,self,1.0,0,100,
2025-11-27T02:59:43.246929+00:00,train,1,51,self,1.0,0,96,
2025-11-27T02:59:43.247067+00:00,train,1,52,self,1.0,0,98,
2025-11-27T02:59:43.247205+00:00,train,1,53,self,1.0,0,99,
2025-11-27T02:59:43.247344+00:00,train,1,54,self,1.0,0,100,
2025-11-27T02:59:43.247483+00:00,train,1,55,self,1.0,0,96,
2025-11-27T02:59:43.247623+00:00,train,1,56,self,1.0,0,100,
2025-11-27T02:59:43.247762+00:00,train,1,57,self,1.0,0,95,
2025-11-27T02:59:43.247901+00:00,train,1,58,self,1.0,0,98,
2025-11-27T02:59:43.248037+00:00,train,1,59,self,1.0,0,85,
2025-11-27T02:59:43.248183+00:00,train,1,60,self,1.0,0,98,
2025-11-27T02:59:43.248322+00:00,train,1,61,self,1.0,0,87,
2025-11-27T02:59:43.248461+00:00,train,1,62,self,1.0,0,96,
2025-11-27T02:59:43.248600+00:00,train,1,63,self,1.0,0,95,
2025-11-27T02:59:43.248738+00:00,train,1,64,self,1.0,0,97,
2025-11-27T02:59:43.248877+00:00,train,1,65,self,1.0,0,99,
2025-11-27T02:59:43.249014+00:00,train,1,66,self,1.0,0,99,
2025-11-27T02:59:43.249153+00:00,train,1,67,self,1.0,0,91,
2025-11-27T02:59:43.249408+00:00,train,1,68,self,1.0,0,97,
2025-11-27T02:59:43.249551+00:00,train,1,69,self,1.0,0,94,
2025-11-27T02:59:43.249692+00:00,train,1,70,self,1.0,0,99,
2025-11-27T02:59:43.249835+00:00,train,1,71,self,1.0,0,98,
2025-11-27T02:59:43.249995+00:00,train,1,72,self,1.0,0,99,
2025-11-27T02:59:43.250144+00:00,train,1,73,self,1.0,0,96,
2025-11-27T02:59:43.250285+00:00,train,1,74,self,1.0,0,99,
2025-11-27T02:59:43.250426+00:00,train,1,75,self,1.0,0,95,
2025-11-27T02:59:43.250566+00:00,train,1,76,self,1.0,0,99,
2025-11-27T02:59:43.250706+00:00,train,1,77,self,1.0,0,99,
2025-11-27T02:59:43.250846+00:00,train,1,78,self,1.0,0,100,
2025-11-27T02:59:43.250987+00:00,train,1,79,self,1.0,0,83,
2025-11-27T02:59:43.251125+00:00,train,1,80,self,1.0,0,98,
2025-11-27T02:59:43.251264+00:00,train,1,81,self,1.0,0,93,
2025-11-27T02:59:43.251403+00:00,train,1,82,self,1.0,0,95,
2025-11-27T02:59:43.251542+00:00,train,1,83,self,1.0,0,97,
2025-11-27T02:59:43.251680+00:00,train,1,84,self,1.0,0,97,
2025-11-27T02:59:43.251818+00:00,train,1,85,self,1.0,0,96,
2025-11-27T02:59:43.251955+00:00,train,1,86,self,1.0,0,100,
2025-11-27T02:59:43.252093+00:00,train,1,87,self,1.0,0,98,
2025-11-27T02:59:43.252231+00:00,train,1,88,self,1.0,0,100,
2025-11-27T02:59:43.252369+00:00,train,1,89,self,1.0,0,95,
2025-11-27T02:59:43.252506+00:00,train,1,90,self,1.0,0,95,
2025-11-27T02:59:43.252643+00:00,train,1,91,self,1.0,0,100,
2025-11-27T02:59:43.252781+00:00,train,1,92,self,1.0,0,100,
2025-11-27T02:59:43.252918+00:00,train,1,93,self,1.0,0,94,
2025-11-27T02:59:43.253056+00:00,train,1,94,self,1.0,0,100,
2025-11-27T02:59:43.253195+00:00,train,1,95,self,1.0,0,92,
2025-11-27T02:59:43.253333+00:00,train,1,96,self,1.0,0,92,
2025-11-27T02:59:43.253471+00:00,train,1,97,self,1.0,0,82,
2025-11-27T02:59:43.253610+00:00,train,1,98,self,1.0,0,98,
2025-11-27T02:59:43.253749+00:00,train,1,99,self,1.0,0,98,
2025-11-27T02:59:43.253888+00:00,train,1,100,self,1.0,0,99,
2025-11-27T02:59:43.254033+00:00,train,1,101,self,1.0,0,88,
2025-11-27T02:59:43.254172+00:00,train,1,102,self,1.0,0,95,
2025-11-27T02:59:43.254310+00:00,train,1,103,self,1.0,0,96,
2025-11-27T02:59:43.254448+00:00,train,1,104,self,1.0,0,100,
2025-11-27T02:59:43.254587+00:00,train,1,105,self,1.0,0,99,
2025-11-27T02:59:43.254725+00:00,train,1,106,self,1.0,0,100,
2025-11-27T02:59:43.254864+00:00,train,1,107,self,1.0,0,93,
2025-11-27T02:59:43.255002+00:00,train,1,108,self,1.0,0,99,
2025-11-27T02:59:43.255140+00:00,train,1,109,self,1.0,0,89,
2025-11-27T02:59:43.255278+00:00,train,1,110,self,1.0,0,96,
2025-11-27T02:59:43.255416+00:00,train,1,111,self,1.0,0,96,
2025-11-27T02:59:43.255554+00:00,train,1,112,self,1.0,0,100,
2025-11-27T02:59:43.255691+00:00,train,1,113,self,1.0,0,95,
2025-11-27T02:59:43.255830+00:00,train,1,114,self,1.0,0,100,
2025-11-27T02:59:43.255968+00:00,train,1,115,self,1.0,0,96,
2025-11-27T02:59:43.256106+00:00,train,1,116,self,1.0,0,100,
2025-11-27T02:59:43.256244+00:00,train,1,117,self,1.0,0,88,
2025-11-27T02:59:43.256382+00:00,train,1,118,self,1.0,0,97,
2025-11-27T02:59:43.256521+00:00,train,1,119,self,1.0,0,91,
2025-11-27T02:59:43.256661+00:00,train,1,120,self,1.0,0,100,
2025-11-27T02:59:43.256800+00:00,train,1,121,self,1.0,0,96,
2025-11-27T02:59:43.256940+00:00,train,1,122,self,1.0,0,98,
2025-11-27T02:59:43.257094+00:00,train,1,123,self,1.0,0,81,
2025-11-27T02:59:43.257229+00:00,train,1,124,self,1.0,0,100,
2025-11-27T02:59:43.257364+00:00,train,1,125,self,1.0,0,84,
2025-11-27T02:59:43.257498+00:00,train,1,126,self,1.0,0,98,
2025-11-27T02:59:43.257632+00:00,train,1,127,self,1.0,0,92,
2025-11-27T02:59:43.257767+00:00,train,1,128,self,1.0,0,100,
2025-11-27T02:59:43.257933+00:00,train,1,129,self,1.0,0,88,
2025-11-27T02:59:43.258069+00:00,train,1,130,self,1.0,0,92,
2025-11-27T02:59:43.258206+00:00,train,1,131,self,1.0,0,91,
2025-11-27T02:59:43.258340+00:00,train,1,132,self,1.0,0,91,
2025-11-27T02:59:43.258474+00:00,train,1,133,self,1.0,0,95,
2025-11-27T02:59:43.258609+00:00,train,1,134,self,1.0,0,98,
2025-11-27T02:59:43.258812+00:00,train,1,135,self,1.0,0,99,
2025-11-27T02:59:43.258950+00:00,train,1,136,self,1.0,0,100,
2025-11-27T02:59:43.259084+00:00,train,1,137,self,1.0,0,98,
2025-11-27T02:59:43.259219+00:00,train,1,138,self,1.0,0,99,
2025-11-27T02:59:43.259354+00:00,train,1,139,self,1.0,0,96,
2025-11-27T02:59:43.259491+00:00,train,1,140,self,1.0,0,98,
2025-11-27T02:59:43.259626+00:00,train,1,141,self,1.0,0,95,
2025-11-27T02:59:43.259761+00:00,train,1,142,self,1.0,0,97,
2025-11-27T02:59:43.259896+00:00,train,1,143,self,1.0,0,97,
2025-11-27T02:59:43.260036+00:00,train,1,144,self,1.0,0,100,
2025-11-27T02:59:43.260189+00:00,train,1,145,self,1.0,0,92,
2025-11-27T02:59:43.260320+00:00,train,1,146,self,1.0,0,93,
2025-11-27T02:59:43.260449+00:00,train,1,147,self,1.0,0,96,
2025-11-27T02:59:43.260580+00:00,train,1,148,self,1.0,0,99,
2025-11-27T02:59:43.260710+00:00,train,1,149,self,1.0,0,95,
2025-11-27T02:59:43.260839+00:00,train,1,150,self,1.0,0,100,
2025-11-27T02:59:43.260969+00:00,train,1,151,self,1.0,0,89,
2025-11-27T02:59:43.261099+00:00,train,1,152,self,1.0,0,97,
2025-11-27T02:59:43.261231+00:00,train,1,153,self,1.0,0,92,
2025-11-27T02:59:43.261363+00:00,train,1,154,self,1.0,0,99,
2025-11-27T02:59:43.261493+00:00,train,1,155,self,1.0,0,96,
2025-11-27T02:59:43.261623+00:00,train,1,156,self,1.0,0,100,
2025-11-27T02:59:43.261753+00:00,train,1,157,self,1.0,0,96,
2025-11-27T02:59:43.261883+00:00,train,1,158,self,1.0,0,100,
2025-11-27T02:59:43.262013+00:00,train,1,159,self,1.0,0,91,
2025-11-27T02:59:43.262142+00:00,train,1,160,self,1.0,0,98,
2025-11-27T02:59:43.262272+00:00,train,1,161,self,1.0,0,82,
2025-11-27T02:59:43.262403+00:00,train,1,162,self,1.0,0,99,
2025-11-27T02:59:43.262533+00:00,train,1,163,self,1.0,0,99,
2025-11-27T02:59:43.262668+00:00,train,1,164,self,1.0,0,100,
2025-11-27T02:59:43.262798+00:00,train,1,165,self,1.0,0,75,
2025-11-27T02:59:43.262928+00:00,train,1,166,self,1.0,0,98,
2025-11-27T02:59:43.263059+00:00,train,1,167,self,1.0,0,91,
2025-11-27T02:59:43.263189+00:00,train,1,168,self,1.0,0,97,
2025-11-27T02:59:43.263319+00:00,train,1,169,self,1.0,0,96,
2025-11-27T02:59:43.263449+00:00,train,1,170,self,1.0,0,98,
2025-11-27T02:59:43.263579+00:00,train,1,171,self,1.0,0,89,
2025-11-27T02:59:43.263709+00:00,train,1,172,self,1.0,0,96,
2025-11-27T02:59:43.263839+00:00,train,1,173,self,1.0,0,98,
2025-11-27T02:59:43.263969+00:00,train,1,174,self,1.0,0,98,
2025-11-27T02:59:43.264100+00:00,train,1,175,self,1.0,0,92,
2025-11-27T02:59:43.264230+00:00,train,1,176,self,1.0,0,100,
2025-11-27T02:59:43.264361+00:00,train,1,177,self,1.0,0,97,
2025-11-27T02:59:43.264491+00:00,train,1,178,self,1.0,0,100,
2025-11-27T02:59:43.264622+00:00,train,1,179,self,1.0,0,96,
2025-11-27T02:59:43.264753+00:00,train,1,180,self,1.0,0,98,
2025-11-27T02:59:43.264883+00:00,train,1,181,self,1.0,0,80,
2025-11-27T02:59:43.265015+00:00,train,1,182,self,1.0,0,92,
2025-11-27T02:59:43.265146+00:00,train,1,183,self,1.0,0,88,
2025-11-27T02:59:43.265277+00:00,train,1,184,self,1.0,0,100,
2025-11-27T02:59:43.265407+00:00,train,1,185,self,1.0,0,95,
2025-11-27T02:59:43.265537+00:00,train,1,186,self,1.0,0,100,
2025-11-27T02:59:43.265667+00:00,train,1,187,self,1.0,0,91,
2025-11-27T02:59:43.265799+00:00,train,1,188,self,1.0,0,96,
2025-11-27T02:59:43.265929+00:00,train,1,189,self,1.0,0,93,
2025-11-27T02:59:43.266060+00:00,train,1,190,self,1.0,0,98,
2025-11-27T02:59:43.266202+00:00,train,1,191,self,1.0,0,99,
2025-11-27T02:59:43.266329+00:00,train,1,192,self,1.0,0,100,
2025-11-27T02:59:43.266455+00:00,train,1,193,self,1.0,0,94,
2025-11-27T02:59:43.266582+00:00,train,1,194,self,1.0,0,95,
2025-11-27T02:59:43.266708+00:00,train,1,195,self,1.0,0,79,
2025-11-27T02:59:43.266835+00:00,train,1,196,self,1.0,0,95,
2025-11-27T02:59:43.266962+00:00,train,1,197,self,1.0,0,98,
2025-11-27T02:59:43.267090+00:00,train,1,198,self,1.0,0,100,
2025-11-27T02:59:43.267216+00:00,train,1,199,self,1.0,0,98,
2025-11-27T02:59:43.267344+00:00,train,1,200,self,1.0,0,98,
2025-11-27T02:59:43.267470+00:00,train,1,201,self,1.0,0,95,
2025-11-27T02:59:43.267676+00:00,train,1,202,self,1.0,0,100,
2025-11-27T02:59:43.267806+00:00,train,1,203,self,1.0,0,81,
2025-11-27T02:59:43.267937+00:00,train,1,204,self,1.0,0,97,
2025-11-27T02:59:43.268065+00:00,train,1,205,self,1.0,0,97,
2025-11-27T02:59:43.268194+00:00,train,1,206,self,1.0,0,97,
2025-11-27T02:59:43.268321+00:00,train,1,207,self,1.0,0,98,
2025-11-27T02:59:43.268447+00:00,train,1,208,self,1.0,0,99,
2025-11-27T02:59:43.268574+00:00,train,1,209,self,1.0,0,92,
2025-11-27T02:59:43.268701+00:00,train,1,210,self,1.0,0,98,
2025-11-27T02:59:43.268828+00:00,train,1,211,self,1.0,0,95,
2025-11-27T02:59:43.268955+00:00,train,1,212,self,1.0,0,99,
2025-11-27T02:59:43.269082+00:00,train,1,213,self,1.0,0,89,
2025-11-27T02:59:43.269209+00:00,train,1,214,self,1.0,0,95,
2025-11-27T02:59:43.269336+00:00,train,1,215,self,1.0,0,91,
2025-11-27T02:59:43.269462+00:00,train,1,216,self,1.0,0,97,
2025-11-27T02:59:43.269588+00:00,train,1,217,self,1.0,0,91,
2025-11-27T02:59:43.269715+00:00,train,1,218,self,1.0,0,100,
2025-11-27T02:59:43.269842+00:00,train,1,219,self,1.0,0,88,
2025-11-27T02:59:43.269969+00:00,train,1,220,self,1.0,0,92,
2025-11-27T02:59:43.270095+00:00,train,1,221,self,1.0,0,98,
2025-11-27T02:59:43.270224+00:00,train,1,222,self,1.0,0,99,
2025-11-27T02:59:43.270356+00:00,train,1,223,self,1.0,0,92,
2025-11-27T02:59:43.270483+00:00,train,1,224,self,1.0,0,100,
2025-11-27T02:59:43.270609+00:00,train,1,225,self,1.0,0,99,
2025-11-27T02:59:43.270736+00:00,train,1,226,self,1.0,0,100,
2025-11-27T02:59:43.270863+00:00,train,1,227,self,1.0,0,88,
2025-11-27T02:59:43.270990+00:00,train,1,228,self,1.0,0,98,
2025-11-27T02:59:43.271116+00:00,train,1,229,self,1.0,0,93,
2025-11-27T02:59:43.271243+00:00,train,1,230,self,1.0,0,98,
2025-11-27T02:59:43.271370+00:00,train,1,231,self,1.0,0,97,
2025-11-27T02:59:43.271497+00:00,train,1,232,self,1.0,0,100,
2025-11-27T02:59:43.271624+00:00,train,1,233,self,1.0,0,95,
2025-11-27T02:59:43.271751+00:00,train,1,234,self,1.0,0,99,
2025-11-27T02:59:43.271877+00:00,train,1,235,self,1.0,0,92,
2025-11-27T02:59:43.272003+00:00,train,1,236,self,1.0,0,100,
2025-11-27T02:59:43.272130+00:00,train,1,237,self,1.0,0,90,
2025-11-27T02:59:43.272259+00:00,train,1,238,self,1.0,0,100,
2025-11-27T02:59:43.272386+00:00,train,1,239,self,1.0,0,92,
2025-11-27T02:59:43.272513+00:00,train,1,240,self,1.0,0,100,
2025-11-27T02:59:43.272641+00:00,train,1,241,self,1.0,0,97,
2025-11-27T02:59:43.272768+00:00,train,1,242,self,1.0,0,100,
2025-11-27T02:59:43.272895+00:00,train,1,243,self,1.0,0,82,
2025-11-27T02:59:43.273021+00:00,train,1,244,self,1.0,0,93,
2025-11-27T02:59:43.273147+00:00,train,1,245,self,1.0,0,85,
2025-11-27T02:59:43.273275+00:00,train,1,246,self,1.0,0,100,
2025-11-27T02:59:43.273402+00:00,train,1,247,self,1.0,0,89,
2025-11-27T02:59:43.273529+00:00,train,1,248,self,1.0,0,97,
2025-11-27T02:59:43.273656+00:00,train,1,249,self,1.0,0,95,
2025-11-27T02:59:43.273782+00:00,train,1,250,self,1.0,0,96,
