timestamp,phase,curriculum_phase,round,episode,opponent,epsilon,outcome,p1_moves,p2_moves,total_reward,step_reward,hit_reward,miss_reward,sink_reward,win_reward,loss_reward
2025-12-02T00:47:54.645611+00:00,train,bootcamp,1,26,self,1.0,0,93,,-51.14999999999993,-51.14999999999993,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.645755+00:00,train,bootcamp,1,27,self,1.0,0,100,,-54.99999999999991,-54.99999999999991,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.645898+00:00,train,bootcamp,1,28,self,1.0,0,80,,-43.999999999999964,-43.999999999999964,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.646051+00:00,train,bootcamp,1,29,self,1.0,0,100,,-54.99999999999991,-54.99999999999991,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.646195+00:00,train,bootcamp,1,30,self,1.0,0,100,,-54.99999999999991,-54.99999999999991,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.646339+00:00,train,bootcamp,1,31,self,1.0,0,100,,-54.99999999999991,-54.99999999999991,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.646550+00:00,train,bootcamp,1,32,self,1.0,0,95,,-52.24999999999992,-52.24999999999992,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.646696+00:00,train,bootcamp,1,33,self,1.0,0,98,,-53.89999999999991,-53.89999999999991,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.646842+00:00,train,bootcamp,1,34,self,1.0,0,99,,-54.44999999999991,-54.44999999999991,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.646989+00:00,train,bootcamp,1,35,self,1.0,0,89,,-48.94999999999994,-48.94999999999994,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.647137+00:00,train,bootcamp,1,36,self,1.0,0,98,,-53.89999999999991,-53.89999999999991,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.647284+00:00,train,bootcamp,1,37,self,1.0,0,98,,-53.89999999999991,-53.89999999999991,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.647431+00:00,train,bootcamp,1,38,self,1.0,0,100,,-54.99999999999991,-54.99999999999991,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.647578+00:00,train,bootcamp,1,39,self,1.0,0,99,,-54.44999999999991,-54.44999999999991,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.647724+00:00,train,bootcamp,1,40,self,1.0,0,88,,-48.39999999999994,-48.39999999999994,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.647872+00:00,train,bootcamp,1,41,self,1.0,0,91,,-50.04999999999993,-50.04999999999993,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.648020+00:00,train,bootcamp,1,42,self,1.0,0,94,,-51.699999999999925,-51.699999999999925,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.648168+00:00,train,bootcamp,1,43,self,1.0,0,93,,-51.14999999999993,-51.14999999999993,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.648314+00:00,train,bootcamp,1,44,self,1.0,0,84,,-46.19999999999995,-46.19999999999995,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.648457+00:00,train,bootcamp,1,45,self,1.0,0,98,,-53.89999999999991,-53.89999999999991,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.648600+00:00,train,bootcamp,1,46,self,1.0,0,95,,-52.24999999999992,-52.24999999999992,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.648744+00:00,train,bootcamp,1,47,self,1.0,0,95,,-52.24999999999992,-52.24999999999992,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.648887+00:00,train,bootcamp,1,48,self,1.0,0,97,,-53.349999999999916,-53.349999999999916,0.0,0.0,0.0,0.0,0.0
2025-12-02T00:47:54.649031+00:00,train,bootcamp,1,49,self,1.0,0,95,,-52.24999999999992,-52.24999999999992,0.0,0.0,0.0,0.0,0.0
