timestamp,phase,round,episode,opponent,epsilon,outcome,p1_moves,p2_moves
2025-11-27T01:20:46.967238+00:00,run_start,0,0,,1.0,,,
2025-11-27T01:20:58.784478+00:00,train,1,1,self,1.0,0,,
2025-11-27T01:20:58.784728+00:00,train,1,2,self,1.0,0,,
2025-11-27T01:20:58.784884+00:00,train,1,3,self,1.0,0,,
2025-11-27T01:20:58.785028+00:00,train,1,4,self,1.0,0,,
2025-11-27T01:20:58.785166+00:00,train,1,5,self,1.0,0,,
2025-11-27T01:20:58.785301+00:00,train,1,6,self,1.0,0,,
2025-11-27T01:20:58.785435+00:00,train,1,7,self,1.0,0,,
2025-11-27T01:20:58.785568+00:00,train,1,8,self,1.0,0,,
2025-11-27T01:20:58.785701+00:00,train,1,9,self,1.0,0,,
2025-11-27T01:20:58.785833+00:00,train,1,10,self,1.0,0,,
2025-11-27T01:20:58.785965+00:00,train,1,11,self,1.0,0,,
2025-11-27T01:20:58.786101+00:00,train,1,12,self,1.0,0,,
2025-11-27T01:20:58.786233+00:00,train,1,13,self,1.0,0,,
2025-11-27T01:20:58.786364+00:00,train,1,14,self,1.0,0,,
2025-11-27T01:20:58.786559+00:00,train,1,15,self,1.0,0,,
2025-11-27T01:20:58.786718+00:00,train,1,16,self,1.0,0,,
2025-11-27T01:20:58.786864+00:00,train,1,17,self,1.0,0,,
2025-11-27T01:20:58.787005+00:00,train,1,18,self,1.0,0,,
2025-11-27T01:20:58.787144+00:00,train,1,19,self,1.0,0,,
2025-11-27T01:20:58.787282+00:00,train,1,20,self,1.0,0,,
2025-11-27T01:20:58.787424+00:00,train,1,21,self,1.0,0,,
2025-11-27T01:20:58.787560+00:00,train,1,22,self,1.0,0,,
2025-11-27T01:20:58.787694+00:00,train,1,23,self,1.0,0,,
2025-11-27T01:20:58.787828+00:00,train,1,24,self,1.0,0,,
2025-11-27T01:20:58.787963+00:00,train,1,25,self,1.0,0,,
2025-11-27T01:20:58.788154+00:00,train,1,26,self,1.0,0,,
2025-11-27T01:20:58.788311+00:00,train,1,27,self,1.0,0,,
2025-11-27T01:20:58.788457+00:00,train,1,28,self,1.0,0,,
2025-11-27T01:20:58.788598+00:00,train,1,29,self,1.0,0,,
2025-11-27T01:20:58.788737+00:00,train,1,30,self,1.0,0,,
2025-11-27T01:20:58.788871+00:00,train,1,31,self,1.0,0,,
2025-11-27T01:20:58.789005+00:00,train,1,32,self,1.0,0,,
2025-11-27T01:20:58.789138+00:00,train,1,33,self,1.0,0,,
