timestamp,phase,round,episode,opponent,epsilon,outcome,moves,win_rate,baseline_win_rate
2025-11-27T00:38:36.174127+00:00,train,1,108,self,1.0,0,97,,
2025-11-27T00:38:36.174268+00:00,train,1,109,self,1.0,0,99,,
2025-11-27T00:38:36.174410+00:00,train,1,110,self,1.0,0,99,,
2025-11-27T00:38:36.174553+00:00,train,1,111,self,1.0,0,95,,
2025-11-27T00:38:36.174695+00:00,train,1,112,self,1.0,0,99,,
2025-11-27T00:38:36.174837+00:00,train,1,113,self,1.0,0,99,,
2025-11-27T00:38:36.174979+00:00,train,1,114,self,1.0,0,100,,
2025-11-27T00:38:36.175121+00:00,train,1,115,self,1.0,0,72,,
2025-11-27T00:38:36.175263+00:00,train,1,116,self,1.0,0,99,,
2025-11-27T00:38:36.175404+00:00,train,1,117,self,1.0,0,92,,
2025-11-27T00:38:36.175546+00:00,train,1,118,self,1.0,0,100,,
2025-11-27T00:38:36.175688+00:00,train,1,119,self,1.0,0,96,,
2025-11-27T00:38:36.175830+00:00,train,1,120,self,1.0,0,97,,
2025-11-27T00:38:36.175974+00:00,train,1,121,self,1.0,0,84,,
2025-11-27T00:38:36.176116+00:00,train,1,122,self,1.0,0,91,,
2025-11-27T00:38:36.176257+00:00,train,1,123,self,1.0,0,84,,
2025-11-27T00:38:36.176398+00:00,train,1,124,self,1.0,0,100,,
2025-11-27T00:38:36.176540+00:00,train,1,125,self,1.0,0,94,,
2025-11-27T00:38:36.176682+00:00,train,1,126,self,1.0,0,100,,
2025-11-27T00:38:36.176825+00:00,train,1,127,self,1.0,0,98,,
2025-11-27T00:38:36.176967+00:00,train,1,128,self,1.0,0,99,,
2025-11-27T00:38:36.177109+00:00,train,1,129,self,1.0,0,96,,
2025-11-27T00:38:36.177252+00:00,train,1,130,self,1.0,0,96,,
2025-11-27T00:38:36.177393+00:00,train,1,131,self,1.0,0,93,,
2025-11-27T00:38:36.177536+00:00,train,1,132,self,1.0,0,98,,
2025-11-27T00:38:36.177763+00:00,train,1,133,self,1.0,0,97,,
2025-11-27T00:38:36.177920+00:00,train,1,134,self,1.0,0,99,,
2025-11-27T00:38:36.178071+00:00,train,1,135,self,1.0,0,98,,
2025-11-27T00:38:36.178223+00:00,train,1,136,self,1.0,0,100,,
2025-11-27T00:38:36.178374+00:00,train,1,137,self,1.0,0,97,,
2025-11-27T00:38:36.178525+00:00,train,1,138,self,1.0,0,99,,
2025-11-27T00:38:36.178730+00:00,train,1,139,self,1.0,0,94,,
2025-11-27T00:38:36.178929+00:00,train,1,140,self,1.0,0,94,,
2025-11-27T00:38:36.179095+00:00,train,1,141,self,1.0,0,96,,
2025-11-27T00:38:36.179254+00:00,train,1,142,self,1.0,0,99,,
2025-11-27T00:38:36.179408+00:00,train,1,143,self,1.0,0,97,,
2025-11-27T00:38:36.179560+00:00,train,1,144,self,1.0,0,98,,
2025-11-27T00:38:36.179709+00:00,train,1,145,self,1.0,0,94,,
2025-11-27T00:38:36.179858+00:00,train,1,146,self,1.0,0,96,,
2025-11-27T00:38:36.180010+00:00,train,1,147,self,1.0,0,95,,
2025-11-27T00:38:36.180159+00:00,train,1,148,self,1.0,0,100,,
2025-11-27T00:38:36.180306+00:00,train,1,149,self,1.0,0,93,,
2025-11-27T00:38:36.180454+00:00,train,1,150,self,1.0,0,100,,
2025-11-27T00:38:36.180600+00:00,train,1,151,self,1.0,0,92,,
2025-11-27T00:38:36.180746+00:00,train,1,152,self,1.0,0,100,,
2025-11-27T00:38:36.180891+00:00,train,1,153,self,1.0,0,96,,
2025-11-27T00:38:36.181038+00:00,train,1,154,self,1.0,0,100,,
2025-11-27T00:38:36.181183+00:00,train,1,155,self,1.0,0,89,,
2025-11-27T00:38:36.181330+00:00,train,1,156,self,1.0,0,98,,
2025-11-27T00:38:36.181477+00:00,train,1,157,self,1.0,0,99,,
2025-11-27T00:38:36.181622+00:00,train,1,158,self,1.0,0,100,,
2025-11-27T00:38:36.181768+00:00,train,1,159,self,1.0,0,96,,
2025-11-27T00:38:36.181915+00:00,train,1,160,self,1.0,0,100,,
2025-11-27T00:38:36.182061+00:00,train,1,161,self,1.0,0,95,,
2025-11-27T00:38:36.182206+00:00,train,1,162,self,1.0,0,97,,
2025-11-27T00:38:36.182352+00:00,train,1,163,self,1.0,0,98,,
2025-11-27T00:38:36.182499+00:00,train,1,164,self,1.0,0,100,,
2025-11-27T00:38:36.182644+00:00,train,1,165,self,1.0,0,91,,
2025-11-27T00:38:36.182791+00:00,train,1,166,self,1.0,0,95,,
2025-11-27T00:38:36.182937+00:00,train,1,167,self,1.0,0,93,,
2025-11-27T00:38:36.183082+00:00,train,1,168,self,1.0,0,99,,
2025-11-27T00:38:36.183229+00:00,train,1,169,self,1.0,0,87,,
2025-11-27T00:38:36.183375+00:00,train,1,170,self,1.0,0,97,,
2025-11-27T00:38:36.183520+00:00,train,1,171,self,1.0,0,90,,
2025-11-27T00:38:36.183666+00:00,train,1,172,self,1.0,0,100,,
2025-11-27T00:38:36.183825+00:00,train,1,173,self,1.0,0,97,,
2025-11-27T00:38:36.183966+00:00,train,1,174,self,1.0,0,99,,
2025-11-27T00:38:36.184107+00:00,train,1,175,self,1.0,0,94,,
2025-11-27T00:38:36.184247+00:00,train,1,176,self,1.0,0,100,,
2025-11-27T00:38:36.184388+00:00,train,1,177,self,1.0,0,92,,
2025-11-27T00:38:36.184530+00:00,train,1,178,self,1.0,0,100,,
2025-11-27T00:38:36.184670+00:00,train,1,179,self,1.0,0,92,,
2025-11-27T00:38:36.184811+00:00,train,1,180,self,1.0,0,97,,
2025-11-27T00:38:36.184952+00:00,train,1,181,self,1.0,0,91,,
2025-11-27T00:38:36.185093+00:00,train,1,182,self,1.0,0,97,,
2025-11-27T00:38:36.185233+00:00,train,1,183,self,1.0,0,92,,
2025-11-27T00:38:36.185374+00:00,train,1,184,self,1.0,0,94,,
2025-11-27T00:38:36.185516+00:00,train,1,185,self,1.0,0,99,,
2025-11-27T00:38:36.185658+00:00,train,1,186,self,1.0,0,99,,
2025-11-27T00:38:36.185798+00:00,train,1,187,self,1.0,0,92,,
2025-11-27T00:38:36.185939+00:00,train,1,188,self,1.0,0,99,,
2025-11-27T00:38:36.186081+00:00,train,1,189,self,1.0,0,92,,
2025-11-27T00:38:36.186221+00:00,train,1,190,self,1.0,0,97,,
2025-11-27T00:38:36.186362+00:00,train,1,191,self,1.0,0,95,,
2025-11-27T00:38:36.186502+00:00,train,1,192,self,1.0,0,100,,
2025-11-27T00:38:36.186641+00:00,train,1,193,self,1.0,0,99,,
2025-11-27T00:38:36.186794+00:00,train,1,194,self,1.0,0,100,,
2025-11-27T00:38:36.186930+00:00,train,1,195,self,1.0,0,88,,
2025-11-27T00:38:36.187066+00:00,train,1,196,self,1.0,0,91,,
2025-11-27T00:38:36.187202+00:00,train,1,197,self,1.0,0,95,,
2025-11-27T00:38:36.187338+00:00,train,1,198,self,1.0,0,99,,
2025-11-27T00:38:36.187524+00:00,train,1,199,self,1.0,0,95,,
2025-11-27T00:38:36.187664+00:00,train,1,200,self,1.0,0,100,,
2025-11-27T00:38:36.187802+00:00,train,1,201,self,1.0,0,98,,
2025-11-27T00:38:36.187943+00:00,train,1,202,self,1.0,0,100,,
2025-11-27T00:38:36.188081+00:00,train,1,203,self,1.0,0,98,,
2025-11-27T00:38:36.188219+00:00,train,1,204,self,1.0,0,100,,
2025-11-27T00:38:36.188356+00:00,train,1,205,self,1.0,0,99,,
2025-11-27T00:38:36.188493+00:00,train,1,206,self,1.0,0,100,,
2025-11-27T00:38:36.188630+00:00,train,1,207,self,1.0,0,84,,
2025-11-27T00:38:36.188771+00:00,train,1,208,self,1.0,0,100,,
2025-11-27T00:38:36.188908+00:00,train,1,209,self,1.0,0,90,,
2025-11-27T00:38:36.189050+00:00,train,1,210,self,1.0,0,100,,
2025-11-27T00:38:36.189187+00:00,train,1,211,self,1.0,0,94,,
2025-11-27T00:38:36.189324+00:00,train,1,212,self,1.0,0,97,,
2025-11-27T00:38:36.189460+00:00,train,1,213,self,1.0,0,93,,
2025-11-27T00:38:36.189598+00:00,train,1,214,self,1.0,0,96,,
2025-11-27T00:38:36.189747+00:00,train,1,215,self,1.0,0,92,,
2025-11-27T00:38:36.189880+00:00,train,1,216,self,1.0,0,93,,
2025-11-27T00:38:36.190013+00:00,train,1,217,self,1.0,0,89,,
2025-11-27T00:38:36.190146+00:00,train,1,218,self,1.0,0,97,,
2025-11-27T00:38:36.190281+00:00,train,1,219,self,1.0,0,92,,
2025-11-27T00:38:36.190412+00:00,train,1,220,self,1.0,0,100,,
2025-11-27T00:38:36.190544+00:00,train,1,221,self,1.0,0,94,,
2025-11-27T00:38:36.190676+00:00,train,1,222,self,1.0,0,96,,
2025-11-27T00:38:36.190808+00:00,train,1,223,self,1.0,0,97,,
2025-11-27T00:38:36.190940+00:00,train,1,224,self,1.0,0,99,,
2025-11-27T00:38:36.191073+00:00,train,1,225,self,1.0,0,97,,
2025-11-27T00:38:36.191205+00:00,train,1,226,self,1.0,0,98,,
2025-11-27T00:38:36.191337+00:00,train,1,227,self,1.0,0,96,,
2025-11-27T00:38:36.191469+00:00,train,1,228,self,1.0,0,99,,
2025-11-27T00:38:36.191601+00:00,train,1,229,self,1.0,0,68,,
2025-11-27T00:38:36.191733+00:00,train,1,230,self,1.0,0,93,,
2025-11-27T00:38:36.191865+00:00,train,1,231,self,1.0,0,90,,
2025-11-27T00:38:36.191997+00:00,train,1,232,self,1.0,0,96,,
2025-11-27T00:38:36.192129+00:00,train,1,233,self,1.0,0,87,,
2025-11-27T00:38:36.192262+00:00,train,1,234,self,1.0,0,99,,
2025-11-27T00:38:36.192395+00:00,train,1,235,self,1.0,0,98,,
2025-11-27T00:38:36.192527+00:00,train,1,236,self,1.0,0,100,,
2025-11-27T00:38:36.192659+00:00,train,1,237,self,1.0,0,93,,
2025-11-27T00:38:36.192791+00:00,train,1,238,self,1.0,0,95,,
2025-11-27T00:38:36.192923+00:00,train,1,239,self,1.0,0,96,,
2025-11-27T00:38:36.193056+00:00,train,1,240,self,1.0,0,99,,
2025-11-27T00:38:36.193188+00:00,train,1,241,self,1.0,0,78,,
2025-11-27T00:38:36.193321+00:00,train,1,242,self,1.0,0,97,,
2025-11-27T00:38:36.193453+00:00,train,1,243,self,1.0,0,92,,
2025-11-27T00:38:36.193585+00:00,train,1,244,self,1.0,0,93,,
2025-11-27T00:38:36.193718+00:00,train,1,245,self,1.0,0,96,,
2025-11-27T00:38:36.193851+00:00,train,1,246,self,1.0,0,100,,
2025-11-27T00:38:36.193984+00:00,train,1,247,self,1.0,0,79,,
2025-11-27T00:38:36.194117+00:00,train,1,248,self,1.0,0,100,,
2025-11-27T00:38:36.194249+00:00,train,1,249,self,1.0,0,95,,
2025-11-27T00:38:36.194382+00:00,train,1,250,self,1.0,0,99,,
2025-11-27T00:38:36.194515+00:00,train,1,251,self,1.0,0,95,,
2025-11-27T00:38:36.194647+00:00,train,1,252,self,1.0,0,99,,
2025-11-27T00:38:36.194778+00:00,train,1,253,self,1.0,0,81,,
2025-11-27T00:38:36.194911+00:00,train,1,254,self,1.0,0,94,,
2025-11-27T00:38:36.195043+00:00,train,1,255,self,1.0,0,98,,
2025-11-27T00:38:36.195175+00:00,train,1,256,self,1.0,0,99,,
2025-11-27T00:38:36.195307+00:00,train,1,257,self,1.0,0,94,,
2025-11-27T00:38:36.195440+00:00,train,1,258,self,1.0,0,97,,
2025-11-27T00:38:36.195572+00:00,train,1,259,self,1.0,0,90,,
2025-11-27T00:38:36.195705+00:00,train,1,260,self,1.0,0,97,,
2025-11-27T00:38:36.195838+00:00,train,1,261,self,1.0,0,95,,
2025-11-27T00:38:36.195970+00:00,train,1,262,self,1.0,0,100,,
2025-11-27T00:38:36.196103+00:00,train,1,263,self,1.0,0,100,,
2025-11-27T00:38:36.196280+00:00,train,1,264,self,1.0,0,100,,
2025-11-27T00:38:36.196414+00:00,train,1,265,self,1.0,0,96,,
2025-11-27T00:38:36.196547+00:00,train,1,266,self,1.0,0,99,,
2025-11-27T00:38:36.196680+00:00,train,1,267,self,1.0,0,94,,
2025-11-27T00:38:36.196813+00:00,train,1,268,self,1.0,0,95,,
2025-11-27T00:38:36.196945+00:00,train,1,269,self,1.0,0,94,,
2025-11-27T00:38:36.197077+00:00,train,1,270,self,1.0,0,97,,
2025-11-27T00:38:36.197209+00:00,train,1,271,self,1.0,0,87,,
2025-11-27T00:38:36.197342+00:00,train,1,272,self,1.0,0,99,,
2025-11-27T00:38:36.197474+00:00,train,1,273,self,1.0,0,95,,
2025-11-27T00:38:36.197606+00:00,train,1,274,self,1.0,0,99,,
2025-11-27T00:38:36.197739+00:00,train,1,275,self,1.0,0,93,,
2025-11-27T00:38:36.197875+00:00,train,1,276,self,1.0,0,100,,
2025-11-27T00:38:36.198008+00:00,train,1,277,self,1.0,0,93,,
2025-11-27T00:38:36.198141+00:00,train,1,278,self,1.0,0,100,,
2025-11-27T00:38:36.198272+00:00,train,1,279,self,1.0,0,97,,
2025-11-27T00:38:36.198404+00:00,train,1,280,self,1.0,0,98,,
2025-11-27T00:38:36.198536+00:00,train,1,281,self,1.0,0,95,,
2025-11-27T00:38:36.198669+00:00,train,1,282,self,1.0,0,99,,
2025-11-27T00:38:36.198805+00:00,train,1,283,self,1.0,0,93,,
2025-11-27T00:38:36.198938+00:00,train,1,284,self,1.0,0,97,,
2025-11-27T00:38:36.199070+00:00,train,1,285,self,1.0,0,96,,
2025-11-27T00:38:36.199202+00:00,train,1,286,self,1.0,0,97,,
2025-11-27T00:38:36.199334+00:00,train,1,287,self,1.0,0,100,,
2025-11-27T00:38:36.199466+00:00,train,1,288,self,1.0,0,100,,
2025-11-27T00:38:36.199598+00:00,train,1,289,self,1.0,0,89,,
2025-11-27T00:38:36.199731+00:00,train,1,290,self,1.0,0,95,,
2025-11-27T00:38:36.199862+00:00,train,1,291,self,1.0,0,91,,
2025-11-27T00:38:36.199999+00:00,train,1,292,self,1.0,0,95,,
2025-11-27T00:38:36.200141+00:00,train,1,293,self,1.0,0,97,,
2025-11-27T00:38:36.200274+00:00,train,1,294,self,1.0,0,99,,
2025-11-27T00:38:36.200406+00:00,train,1,295,self,1.0,0,92,,
2025-11-27T00:38:36.200538+00:00,train,1,296,self,1.0,0,100,,
2025-11-27T00:38:36.200671+00:00,train,1,297,self,1.0,0,92,,
2025-11-27T00:38:36.200804+00:00,train,1,298,self,1.0,0,98,,
2025-11-27T00:38:36.200936+00:00,train,1,299,self,1.0,0,93,,
2025-11-27T00:38:36.201069+00:00,train,1,300,self,1.0,0,98,,
2025-11-27T00:38:36.201204+00:00,train,1,301,self,1.0,0,90,,
2025-11-27T00:38:36.201394+00:00,train,1,302,self,1.0,0,98,,
2025-11-27T00:38:36.201553+00:00,train,1,303,self,1.0,0,93,,
2025-11-27T00:38:36.201701+00:00,train,1,304,self,1.0,0,93,,
2025-11-27T00:38:36.201845+00:00,train,1,305,self,1.0,0,93,,
2025-11-27T00:38:36.201986+00:00,train,1,306,self,1.0,0,98,,
2025-11-27T00:38:36.202124+00:00,train,1,307,self,1.0,0,97,,
2025-11-27T00:38:36.202262+00:00,train,1,308,self,1.0,0,100,,
2025-11-27T00:38:36.202399+00:00,train,1,309,self,1.0,0,91,,
2025-11-27T00:38:36.202535+00:00,train,1,310,self,1.0,0,100,,
2025-11-27T00:38:36.202671+00:00,train,1,311,self,1.0,0,97,,
2025-11-27T00:38:36.202807+00:00,train,1,312,self,1.0,0,100,,
2025-11-27T00:38:36.202942+00:00,train,1,313,self,1.0,0,88,,
2025-11-27T00:38:36.203078+00:00,train,1,314,self,1.0,0,100,,
2025-11-27T00:38:36.203213+00:00,train,1,315,self,1.0,0,94,,
2025-11-27T00:38:36.203349+00:00,train,1,316,self,1.0,0,95,,
2025-11-27T00:38:36.203484+00:00,train,1,317,self,1.0,0,93,,
2025-11-27T00:38:36.203619+00:00,train,1,318,self,1.0,0,97,,
2025-11-27T00:38:36.203754+00:00,train,1,319,self,1.0,0,89,,
2025-11-27T00:38:36.203907+00:00,train,1,320,self,1.0,0,98,,
2025-11-27T00:38:36.204038+00:00,train,1,321,self,1.0,0,97,,
2025-11-27T00:38:36.204169+00:00,train,1,322,self,1.0,0,97,,
2025-11-27T00:38:36.204300+00:00,train,1,323,self,1.0,0,80,,
2025-11-27T00:38:36.204431+00:00,train,1,324,self,1.0,0,98,,
2025-11-27T00:38:36.204562+00:00,train,1,325,self,1.0,0,91,,
2025-11-27T00:38:36.204692+00:00,train,1,326,self,1.0,0,98,,
2025-11-27T00:38:36.204823+00:00,train,1,327,self,1.0,0,92,,
2025-11-27T00:38:36.204953+00:00,train,1,328,self,1.0,0,94,,
2025-11-27T00:38:36.205083+00:00,train,1,329,self,1.0,0,99,,
2025-11-27T00:38:36.205259+00:00,train,1,330,self,1.0,0,100,,
2025-11-27T00:38:36.205393+00:00,train,1,331,self,1.0,0,91,,
2025-11-27T00:38:36.205525+00:00,train,1,332,self,1.0,0,92,,
2025-11-27T00:38:36.205656+00:00,train,1,333,self,1.0,0,86,,
2025-11-27T00:38:36.205788+00:00,train,1,334,self,1.0,0,92,,
2025-11-27T00:38:36.205920+00:00,train,1,335,self,1.0,0,95,,
2025-11-27T00:38:36.206051+00:00,train,1,336,self,1.0,0,97,,
2025-11-27T00:38:36.206182+00:00,train,1,337,self,1.0,0,90,,
2025-11-27T00:38:36.206313+00:00,train,1,338,self,1.0,0,100,,
2025-11-27T00:38:36.206444+00:00,train,1,339,self,1.0,0,98,,
2025-11-27T00:38:36.206576+00:00,train,1,340,self,1.0,0,99,,
2025-11-27T00:38:36.206707+00:00,train,1,341,self,1.0,0,90,,
2025-11-27T00:38:36.206838+00:00,train,1,342,self,1.0,0,96,,
2025-11-27T00:38:36.206969+00:00,train,1,343,self,1.0,0,95,,
2025-11-27T00:38:36.207099+00:00,train,1,344,self,1.0,0,98,,
2025-11-27T00:38:36.207229+00:00,train,1,345,self,1.0,0,89,,
2025-11-27T00:38:36.207361+00:00,train,1,346,self,1.0,0,98,,
2025-11-27T00:38:36.207491+00:00,train,1,347,self,1.0,0,86,,
2025-11-27T00:38:36.207622+00:00,train,1,348,self,1.0,0,89,,
2025-11-27T00:38:36.207752+00:00,train,1,349,self,1.0,0,99,,
2025-11-27T00:38:36.207887+00:00,train,1,350,self,1.0,0,99,,
2025-11-27T00:38:36.208019+00:00,train,1,351,self,1.0,0,95,,
2025-11-27T00:38:36.208150+00:00,train,1,352,self,1.0,0,100,,
2025-11-27T00:38:36.208281+00:00,train,1,353,self,1.0,0,91,,
2025-11-27T00:38:36.208412+00:00,train,1,354,self,1.0,0,100,,
2025-11-27T00:38:36.208543+00:00,train,1,355,self,1.0,0,89,,
2025-11-27T00:38:36.208674+00:00,train,1,356,self,1.0,0,100,,
2025-11-27T00:38:36.208817+00:00,train,1,357,self,1.0,0,98,,
2025-11-27T00:38:36.208944+00:00,train,1,358,self,1.0,0,100,,
2025-11-27T00:38:36.209071+00:00,train,1,359,self,1.0,0,85,,
2025-11-27T00:38:36.209198+00:00,train,1,360,self,1.0,0,97,,
2025-11-27T00:38:36.209325+00:00,train,1,361,self,1.0,0,94,,
2025-11-27T00:38:36.209451+00:00,train,1,362,self,1.0,0,96,,
2025-11-27T00:38:36.209578+00:00,train,1,363,self,1.0,0,96,,
2025-11-27T00:38:36.209705+00:00,train,1,364,self,1.0,0,99,,
2025-11-27T00:38:36.209844+00:00,train,1,365,self,1.0,0,95,,
